title,base_price,os_support,discount,release,genres,dlc,developer,publisher,features,total_review,storage,metacritic,sum_rating
Minecraft Dungeons,265000,win,,"22 Sep, 2021","Action, Adventure, RPG",no,"Mojang Studios, ‪Double Eleven",‪Double Eleven,"Single-player, Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards",7191,6.0,,Very Positive
Stormworks: Build and Rescue,119999,"win, mac",,"17 Sep, 2020",Simulation,no,Geometa,Geometa,"Single-player, Online PvP, Online Co-op, Steam Workshop, Partial Controller Support",32860,1.0,,Very Positive
MotoGP™22,0,win,-80%,"21 Apr, 2022","Racing, Simulation, Sports",no,Milestone S.r.l.,Milestone S.r.l.,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together",725,30.0,,Mostly Positive
Overcooked! 2,199999,"win, mac, linux",,"7 Aug, 2018","Action, Casual, Indie",no,"Ghost Town Games Ltd., Team17",Team17,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",35146,,81,Very Positive
Governor of Poker 3,0,"win, mac",,"19 Feb, 2016","Casual, Free to Play, Massively Multiplayer, Simulation",no,"Azerion, YoudaGames",Azerion,"MMO, Online PvP, Cross-Platform Multiplayer, Steam Achievements, In-App Purchases",12050,0.75,,Mixed
TRAHA Global,0,win,,"1 Nov, 2022","Action, Free to Play, Massively Multiplayer, RPG, Strategy",no,MOAI GAMES Corporation,MOAI GAMES Corporation,"MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, In-App Purchases",1268,15.0,,Mixed
Atomic Heart,509000,win,,"20 Feb, 2023","Action, Adventure, RPG",no,Mundfish,Focus Entertainment,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud",16947,90.0,75,Mostly Positive
Forza Horizon 4,249999,win,,"9 Mar, 2021",Racing,no,Playground Games,Playground Games,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",167574,100.0,,Very Positive
Crossout,0,win,,"26 Jul, 2017","Action, Free to Play, Massively Multiplayer, Racing",no,Targem Games,Targem Games,"MMO, Online PvP, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Tablet, Remote Play on TV",54942,20.0,,Mixed
INMOST,0,"win, mac",-60%,"21 Aug, 2020","Adventure, Indie",no,Hidden Layer Games,Hidden Layer Games,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards",3380,2.0,,Very Positive
Amanda the Adventurer,82499,win,,"25 Apr, 2023",Indie,no,MANGLEDmaw Games,MANGLEDmaw Games,"Single-player, Steam Achievements",2380,,,Overwhelmingly Positive
Hi-Fi RUSH,329990,win,,"25 Jan, 2023",Action,no,Tango Gameworks,Tango Gameworks,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud",13884,20.0,89,Overwhelmingly Positive
Contraband Police,165999,win,,"8 Mar, 2023","Action, Adventure, Simulation",no,Crazy Rocks, PlayWay S.A.,"Single-player, Steam Achievements, Stats",5572,12.0,77,Very Positive
Half-Life: Alyx,449999,win,,"23 Mar, 2020","Action, Adventure",no,Valve,Valve,"Single-player, Steam Achievements, Tracked Controller Support, VR Only, Captions available, Steam Workshop, Includes level editor",69596,,93,Overwhelmingly Positive
Paladins®,0,"win, mac",,"8 May, 2018","Action, Adventure, Free to Play, Massively Multiplayer, Strategy",no,Evil Mojo Games,Evil Mojo Games,"Online PvP, Steam Achievements, Full controller support, Steam Trading Cards, In-App Purchases, Remote Play on Phone, Remote Play on Tablet",336452,30.0,83,Mostly Positive
"Warhammer 40,000: Mechanicus",0,"win, mac, linux",-84%,"15 Nov, 2018",Strategy,no,Bulwark Studios,Kasedo Games,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV",8660,11.0,78,Very Positive
The Isle,135999,win,,"1 Dec, 2015","Action, Adventure, Indie, Massively Multiplayer, Simulation, Early Access",no,Afterthought LLC,Afterthought LLC,"MMO, Online PvP, Partial Controller Support, Valve Anti-Cheat enabled",58888,25.0,,Very Positive
Train Simulator Classic,206999,win,,"27 Apr, 2023",Simulation,no,Dovetail Games,Train Simulator,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, In-App Purchases, Steam Cloud, Steam Leaderboards",16785,40.0,NA,Mostly Positive
MX Bikes,159999,win,,"7 Oct, 2019","Racing, Simulation, Sports, Early Access",no,PiBoSo,PiBoSo,"Single-player, Online PvP, LAN PvP, VR Supported",11777,,,Very Positive
Muse Dash,37000,"win, mac",,"19 Jun, 2019","Action, Casual, Indie",no,peropero,peropero,"Single-player, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",74579,1.0,,Overwhelmingly Positive
Game of Thrones Winter is Coming,0,win,,"14 Nov, 2019","Free to Play, Massively Multiplayer, RPG, Simulation, Strategy",no,YOUZU (SINGAPORE) PTE. LTD.,YOUZU (SINGAPORE) PTE. LTD.,"MMO, Online PvP, Cross-Platform Multiplayer, In-App Purchases",2054,4.196,,Mixed
Total War: THREE KINGDOMS,540999,"win, mac, linux",,"23 May, 2019","Action, Strategy",no,"CREATIVE ASSEMBLY, Feral Interactive (Mac), Feral Interactive (Linux)",Feral Interactive (Linux),"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud",53651,60.0,85,Very Positive
Shop Titans,0,win,,"5 May, 2020","Adventure, Casual, Free to Play, RPG, Simulation",no,"Kabam Games, Inc.","Kabam Games, Inc.","Single-player, MMO, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases",13798,1.0,,Mostly Positive
Divinity: Original Sin 2 - Definitive Edition,335999,"win, mac",,"14 Sep, 2017","Adventure, RPG, Strategy",no,Larian Studios,Larian Studios,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Tablet, Remote Play on TV, Remote Play Together",141595,60.0,93,Very Positive
Big Ambitions,190432,"win, mac",,"10 Mar, 2023","Indie, Simulation, Early Access",no,Hovgaard Games,Hovgaard Games,"Single-player, Steam Achievements, Steam Cloud",4971,12.0,,Very Positive
Little Nightmares II,239000,win,,"10 Feb, 2021",Adventure,no,Tarsier Studios,BANDAI NAMCO Entertainment,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet",22444,,83,Very Positive
Realm of the Mad God Exalt,0,"win, mac",,"20 Feb, 2012","Action, Free to Play, Indie, Massively Multiplayer, RPG",no,"Wild Shadow Studios, Deca Games",Deca Games,"MMO, Online Co-op, Steam Achievements, In-App Purchases, Stats",43830,,82,Mixed
My Time at Sandrock,0,win,-20%,"25 May, 2022","Adventure, Casual, Indie, RPG, Simulation, Early Access",no,Pathea Games,Pathea Games,"Single-player, Steam Achievements, Full controller support, Steam Cloud",11243,20.0,,Very Positive
Hollow Knight,130999,"win, mac, linux",,"24 Feb, 2017","Action, Adventure, Indie",no,Team Cherry,Team Cherry,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",257505,9.0,87,Overwhelmingly Positive
Disney Dreamlight Valley,139999,win,,"6 Sep, 2022","Action, Adventure, Casual, RPG, Simulation, Early Access",no,Gameloft,Gameloft,"Single-player, Full controller support",10563,10.0,,Very Positive
Ostriv,119999,win,,"19 Mar, 2020","Indie, Simulation, Strategy, Early Access",no,yevhen8,yevhen8,"Single-player, Steam Cloud",3361,,,Overwhelmingly Positive
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,799000,win,,"15 Oct, 2021","Action, Adventure",no,CyberConnect2,CyberConnect2,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play Together",13804,25.0,,Very Positive
Farworld Pioneers,0,win,-10%,"30 May, 2023","Action, Adventure, Indie, Simulation",no,Igloosoft,Igloosoft,"Single-player, Online PvP, Online Co-op, Steam Achievements",178,2.0,,Mostly Negative
Miasma Chronicles,380999,win,,"23 May, 2023","Action, Strategy",no,The Bearded Ladies,505 Games,"Single-player, Steam Achievements, Full controller support, Steam Cloud",356,30.0,76,Mostly Positive
Among Us,42999,win,,"16 Nov, 2018",Casual,no,Innersloth,Innersloth,"Online PvP, LAN PvP, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Full controller support, Remote Play on Phone, Remote Play on Tablet",581717,,85,Very Positive
DEVOUR,47499,"win, mac",,"28 Jan, 2021",Indie,no,Straight Back Games,Straight Back Games,"Single-player, Online Co-op, Steam Achievements, Full controller support, Tracked Controller Support, Steam Trading Cards, Steam Cloud",47446,10.0,,Very Positive
Persona 5 Royal,798000,win,,"20 Oct, 2022",RPG,no,ATLUS,SEGA,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",27986,41.0,95,Overwhelmingly Positive
Anno 1800,619000,win,,Apr 2019,"Simulation, Strategy",no,Ubisoft Mainz,Ubisoft Mainz,"Single-player, Online PvP, Online Co-op, Steam Trading Cards",8150,60.0,81,Very Positive
Senren＊Banka,0,win,-43%,"14 Feb, 2020","Adventure, Casual",no,YUZUSOFT,HIKARI FIELD,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet",12516,,,Overwhelmingly Positive
The Witcher® 3: Wild Hunt,359999,win,,"18 May, 2015",RPG,no,CD PROJEKT RED,CD PROJEKT RED,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Tablet, Remote Play on TV",653775,50.0,93,Very Positive
VALKYRIE CONNECT,0,win,,"2 Apr, 2020","Adventure, Free to Play, RPG",no,Ateam Entertainment Inc.,Ateam Entertainment Inc.,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Steam Cloud",909,,,Mixed
Five Nights at Freddy's: Security Breach,169999,win,,"16 Dec, 2021","Action, Adventure, Indie",no,Steel Wool Studios,ScottGames,"Single-player, Steam Achievements, Full controller support",43365,80.0,,Very Positive
Crash Bandicoot™ N. Sane Trilogy,0,win,-60%,"29 Jun, 2018",Action,no,"Vicarious Visions, Iron Galaxy",Iron Galaxy,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet",9984,,,Very Positive
Fishing Planet,0,"win, mac, linux",,"28 Aug, 2017","Free to Play, Massively Multiplayer, Simulation, Sports",no,Fishing Planet LLC,Fishing Planet LLC,"Single-player, MMO, Online PvP, Online Co-op, Full controller support, VR Supported, Remote Play on TV",44137,12.0,,Very Positive
Tabletop Simulator,135999,"win, mac, linux",,"5 Jun, 2015","Casual, Indie, RPG, Simulation, Strategy",no,Berserk Games,Berserk Games,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Tracked Controller Support, VR Supported, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play Together",35131,,,Overwhelmingly Positive
Halo: The Master Chief Collection,169999,win,,"3 Dec, 2019",Action,no,"343 Industries, Splash Damage, Ruffian Games, Bungie, Saber Interactive",Xbox Game Studios,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",186599,,,Very Positive
A Plague Tale: Innocence,0,win,-80%,"14 May, 2019","Action, Adventure",no,Asobo Studio,Focus Entertainment,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",45922,50.0,81,Very Positive
Sid Meier's Civilization® V,199999,"win, mac, linux",,"23 Sep, 2010",Strategy,no,"Firaxis Games, Aspyr (Mac), Aspyr (Linux)",Aspyr (Linux),"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on Tablet",116580,,90,Overwhelmingly Positive
Deadside,0,win,-40%,"14 Apr, 2020","Action, Adventure, Indie, Massively Multiplayer, Early Access",no,Bad Pixel,Bad Pixel,"Online PvP, Online Co-op",25878,25.0,,Mixed
Just Shapes & Beats,0,"win, mac, linux",-30%,"31 May, 2018","Action, Indie",no,Berzerk Studio,Berzerk Studio,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",15596,1.0,,Overwhelmingly Positive
Dead Cells,149999,"win, mac, linux",,"6 Aug, 2018","Action, Adventure, Indie",no,Motion Twin,Motion Twin,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",113698,0.5,89,Overwhelmingly Positive
Tiny Bunny,114999,win,,"16 Apr, 2021","Adventure, Indie, Early Access",no,Saikono,Saikono,"Single-player, Steam Achievements, Steam Trading Cards",10410,,,Very Positive
Golf With Your Friends,108999,"win, mac, linux",,"19 May, 2020","Casual, Indie, Sports",no,"Blacklight Interactive, Team17",Team17,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Workshop, Partial Controller Support, Stats, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play Together",38285,4.0,,Very Positive
Atelier Ryza 3: Alchemist of the End & the Secret Key,449999,win,,"23 Mar, 2023","Adventure, Casual, RPG, Simulation",no,"KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD.","Single-player, Steam Achievements, Partial Controller Support, Steam Cloud",924,50.0,85,Very Positive
Hydroneer,130999,win,,"8 May, 2020","Adventure, Casual, Indie, Simulation, Strategy",no,Foulball Hangover,Foulball Hangover,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, Partial Controller Support, Steam Cloud, Remote Play Together",16560,,,Very Positive
EVERSPACE™ 2,375999,win,,"6 Apr, 2023","Action, Adventure, RPG, Simulation",no,ROCKFISH Games,ROCKFISH Games,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",7422,35.0,81,Very Positive
Dungeon Fighter Online,0,win,,"9 Aug, 2016","Action, Adventure, Free to Play, Massively Multiplayer, RPG",no,Neople,Neople,"MMO, Online PvP, Steam Achievements, Steam Trading Cards",5012,40.0,78,Mostly Positive
Rebel Inc: Escalation,0,"win, mac",-50%,"13 Oct, 2021","Casual, Indie, Simulation, Strategy",no,Ndemic Creations,Ndemic Creations,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor",4720,2.0,,Very Positive
Totally Accurate Battle Simulator,108999,"win, mac",,"1 Apr, 2021","Indie, Simulation, Strategy",no,Landfall,Landfall,"Single-player, Online PvP, Steam Achievements, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet, Remote Play Together",99467,6.0,,Overwhelmingly Positive
BLEACH Brave Souls,0,win,,"17 Aug, 2020","Action, Casual, Free to Play, RPG",no,KLab Inc.,KLab Inc.,"Single-player, Online Co-op, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support",8057,5.0,,Very Positive
Scrap Mechanic,135999,win,,"19 Jan, 2016","Action, Adventure, Indie, Simulation, Early Access",no,Axolot Games,Axolot Games,"Single-player, Online Co-op, Steam Workshop, Steam Cloud, Includes level editor",87807,15.0,,Very Positive
Necromunda: Hired Gun,0,win,-65%,"31 May, 2021","Action, Adventure",no,Streum On Studio,Focus Entertainment,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud",4432,50.0,,Mixed
The Jackbox Party Pack 7,0,"win, mac, linux",-40%,"14 Oct, 2020","Casual, Indie",no,"Jackbox Games, Inc.","Jackbox Games, Inc.","Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play Together",3182,3.0,,Very Positive
Havendock,0,win,-10%,"20 Apr, 2023","Casual, Indie, Simulation, Strategy, Early Access",no,YYZ,IndieArk,Single-player,438,1.0,,Very Positive
Escape Simulator,130999,"win, mac, linux",,"19 Oct, 2021","Adventure, Casual, Indie, Simulation",no,Pine Studio,Escape Simulator,"Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Stats, Includes level editor",9638,19.0,,Very Positive
Firestone: Online Idle RPG,0,"win, mac, linux",,"26 Sep, 2019","Action, Adventure, Casual, Free to Play, Indie, Massively Multiplayer, RPG, Simulation, Strategy, Early Access",no,Holyday Studios,Holyday Studios,"Single-player, MMO, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Stats, Remote Play on Phone, Remote Play on Tablet",4776,,,Mostly Positive
Wizard101,0,win,,"6 Sep, 2018","Adventure, Free to Play, Massively Multiplayer, RPG",no,KingsIsle Entertainment,KingsIsle Entertainment,"MMO, Online PvP, In-App Purchases",5761,,,Mostly Positive
Dungeon Alchemist,189999,"win, mac, linux",,"31 Mar, 2022","RPG, Early Access",no,Briganti,Briganti,"Single-player, Steam Workshop, Includes level editor, Remote Play Together",835,,,Very Positive
World War Z,169999,win,,"21 Sep, 2021",Action,no,Saber Interactive Inc,Saber Interactive Inc,"Single-player, Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Cloud",10412,50.0,,Very Positive
Subnautica: Below Zero,139999,"win, mac",,"13 May, 2021","Adventure, Indie",no,Unknown Worlds Entertainment,Unknown Worlds Entertainment,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Cloud",71179,15.0,,Very Positive
Age of Empires III: Definitive Edition,108999,win,,"15 Oct, 2020",Strategy,no,"Tantalus Media, Forgotten Empires",Xbox Game Studios,"Single-player, Online PvP, LAN PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud",29118,42.0,75,Very Positive
Honkai Impact 3rd,0,win,,"21 Oct, 2021","Action, Adventure, Free to Play, RPG",no,miHoYo Limited,miHoYo Limited,"Single-player, Online Co-op, In-App Purchases, Partial Controller Support",7536,15.0,,Mostly Positive
Breakout 13,0,"win, mac, linux",-20%,"8 Jan, 2023","Adventure, Indie, RPG",no,ALT Lab,ALT Lab,"Single-player, Steam Achievements, In-App Purchases, Steam Cloud",4630,15.0,,Very Positive
People Playground,69999,win,,"23 Jul, 2019","Action, Casual, Indie, Simulation",no,mestiez,mestiez,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud",173886,1.0,,Overwhelmingly Positive
Portal 2,90999,"win, mac, linux",,"18 Apr, 2011","Action, Adventure",no,Valve,Valve,"Single-player, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Stats, Includes level editor, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",280930,,95,Overwhelmingly Positive
Streets of Rogue,0,"win, mac, linux",-75%,"12 Jul, 2019","Action, Adventure, Indie, RPG",no,Matt Dabrowski,tinyBuild,"Single-player, Online PvP, LAN PvP, Shared/Split Screen PvP, Online Co-op, LAN Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",13570,,,Overwhelmingly Positive
Shadowverse CCG,0,"win, mac",,"27 Oct, 2016","Free to Play, Strategy",no,"Cygames, Inc.","Cygames, Inc.","Single-player, Online PvP, Cross-Platform Multiplayer, In-App Purchases",13785,,,Mixed
Outer Wilds,182999,win,,"18 Jun, 2020","Action, Adventure",no,Mobius Digital,Annapurna Interactive,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV",44079,8.0,85,Very Positive
Last Epoch,284999,"win, linux",,"30 Apr, 2019","Action, Adventure, Indie, RPG, Early Access",no,Eleventh Hour Games,Eleventh Hour Games,"Single-player, Online Co-op, In-App Purchases, Partial Controller Support, Steam Cloud",18589,20.0,,Mixed
March of Empires,0,win,,"11 Dec, 2017","Free to Play, Massively Multiplayer, RPG, Strategy",no,Gameloft,Gameloft,"Online PvP, Steam Achievements, In-App Purchases",1348,2.0,,Mixed
Total Conflict: Resistance,0,win,-10%,"21 Apr, 2023","Action, Simulation, Strategy, Early Access",no,Thunder Devs.,Thunder Devs.,"Single-player, Steam Achievements, Partial Controller Support, Steam Cloud",863,30.0,,Very Positive
Wargroove,0,win,-70%,"1 Feb, 2019","Indie, Strategy",no,Chucklefish,Chucklefish,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Turn Notifications, Includes level editor, Remote Play on TV, Remote Play Together",3654,1.0,82,Mixed
Slime Rancher 2,139999,win,,"22 Sep, 2022","Action, Adventure, Casual, Indie, Simulation, Early Access",no,Monomi Park,Monomi Park,"Single-player, Full controller support, Steam Cloud",18068,8.0,,Very Positive
Darkest Dungeon®,206999,"win, mac, linux",,"19 Jan, 2016","Indie, RPG, Strategy",no,Red Hook Studios,Red Hook Studios,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Remote Play on Tablet",109090,2.0,84,Very Positive
Neverwinter,0,win,,"5 Dec, 2013","Action, Adventure, Free to Play, Massively Multiplayer, RPG",no,Cryptic Studios,Cryptic Studios,"Single-player, MMO, Online PvP, Online Co-op, Steam Trading Cards, In-App Purchases, Includes level editor",36108,21.0,74,Very Positive
Occupy Mars: The Game,206999,win,,"10 May, 2023","Action, Adventure, Indie, Simulation, Early Access",no,▲ Pyramid Games,Pyramid Games S.A.,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Partial Controller Support, Steam Cloud",837,20.0,,Mostly Positive
Plants vs. Zombies GOTY Edition,45999,"win, mac",,"5 May, 2009",Strategy,no,"PopCap Games, Inc.",Electronic Arts,"Single-player, Steam Achievements, Remote Play on Phone, Remote Play on Tablet",95669,,87,Overwhelmingly Positive
Rain World,206999,win,,"28 Mar, 2017","Action, Adventure, Indie",no,Videocult,Rain World,"Single-player, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Remote Play on TV, Remote Play Together",13400,,66,Overwhelmingly Positive
Q REMASTERED,82499,win,,"1 May, 2023","Indie, Simulation",no,LIICA INC.,LIICA INC.,"Single-player, Shared/Split Screen Co-op, Steam Achievements, Full controller support, Remote Play Together",128,,,Very Positive
Torchlight: Infinite,0,win,,"9 May, 2023","Action, Adventure, Free to Play, RPG",no,XD,XD,"Single-player, Cross-Platform Multiplayer, In-App Purchases, Partial Controller Support",7627,10.0,,Mixed
Insurgency: Sandstorm,249000,win,,"12 Dec, 2018",Action,no,New World Interactive,Focus Entertainment,"Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Stats",83554,40.0,78,Very Positive
Secret Neighbor: Hello Neighbor Multiplayer,0,win,-80%,"24 Oct, 2019","Action, Adventure, Indie",no,"Hologryph, Eerie Guest Studios",tinyBuild,"Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Workshop, In-App Purchases, Remote Play on Phone, Remote Play on Tablet",12328,5.0,,Very Positive
Necesse,69999,"win, mac, linux",,"12 Dec, 2019","Action, Adventure, Indie, Early Access",no,Mads Skovgaard,Mads Skovgaard,"Single-player, Online PvP, LAN PvP, Online Co-op, LAN Co-op, Steam Achievements, Full controller support, Steam Workshop, Steam Cloud, Stats",5970,0.5,,Very Positive
Super Bunny Man,139999,"win, mac, linux",,"16 May, 2023","Action, Indie",no,Catobyte,Catobyte,"Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Full controller support, Steam Cloud, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together",3489,0.95,,Very Positive
The Long Drive,139999,win,,"25 Sep, 2019","Action, Adventure, Casual, Indie, Simulation, Early Access",no,Genesz,Genesz,"Single-player, Remote Play Together",20184,0.7,,Very Positive
Blade and Sorcery,108999,win,,"11 Dec, 2018","Action, Adventure, Indie, RPG, Simulation, Early Access",no,WarpFrog,WarpFrog,"Single-player, Tracked Controller Support, VR Only",39825,,,Overwhelmingly Positive
Black Squad,0,win,,"26 Jun, 2019","Action, Free to Play",no,"VALOFE, NS STUDIO",NS STUDIO,"Steam Achievements, Steam Trading Cards, In-App Purchases",80146,8.0,,Mixed
Undisputed,359220,win,,"31 Jan, 2023","Action, Indie, Simulation, Sports, Early Access",no,Steel City Interactive,Steel City Interactive,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Full controller support, Steam Cloud, Remote Play Together",7419,40.0,,Mostly Positive
Assassin's Creed® Odyssey,619000,win,,"5 Oct, 2018","Action, Adventure, RPG",no,"Ubisoft Quebec, Ubisoft Montreal, Ubisoft Bucharest, Ubisoft Singapore, Ubisoft Montpellier, Ubisoft Kiev, Ubisoft Shanghai",Ubisoft,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, In-App Purchases, Partial Controller Support, Remote Play on Phone, Remote Play on Tablet",123302,46.0,,Very Positive
Dinkum,108999,win,,"14 Jul, 2022","Indie, RPG, Simulation, Early Access",no,James Bendon,James Bendon,"Single-player, Online Co-op, Partial Controller Support",14265,,,Very Positive
Jurassic World Evolution 2,449999,win,,"9 Nov, 2021","Simulation, Strategy",no,Frontier Developments,Frontier Developments,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats",15969,14.0,77,Very Positive
Five Nights at Freddy's,39999,win,,"19 Aug, 2014","Indie, Simulation",no,Scott Cawthon,Scott Cawthon,Single-player,33410,,78,Overwhelmingly Positive
SUPERHOT VR,0,win,-60%,"25 May, 2017","Action, Indie",no,SUPERHOT Team,SUPERHOT Team,"Single-player, Steam Achievements, Tracked Controller Support, VR Supported, SteamVR Collectibles, Steam Leaderboards",6327,4.0,83,Very Positive
Brotato,39999,win,,"27 Sep, 2022","Action, Casual, Indie, RPG, Early Access",no,Blobfish,Blobfish,"Single-player, Steam Achievements, Full controller support, Steam Cloud",33479,,,Overwhelmingly Positive
STAR WARS Jedi: Fallen Order™,479000,win,,"14 Nov, 2019","Action, Adventure",no,Respawn Entertainment,Electronic Arts,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on Tablet, Remote Play on TV",109636,55.0,81,Very Positive
PlanetSide 2,0,win,,"20 Nov, 2012","Action, Free to Play, Massively Multiplayer",no,Rogue Planet Games,Daybreak Game Company,"MMO, Online PvP, Steam Trading Cards, Steam Cloud",69783,,84,Mostly Positive
