title,base_price,os_support,discount,release,genres,dlc,developer,publisher,features,total_review,storage,metacritic,sum_rating
Weird West: Definitive Edition,249999,win,,"31 Mar, 2022",Simulation,no,Respawn Entertainment,Devolver Digital,Single-player,2339,16.0,76,Very Positive
Wild West Dynasty,249000,win,,"16 Feb, 2023",Strategy,no,Red Barrels,Toplitz Productions,Shared/Split Screen PvP,1043,10.0,,Mixed
Assetto Corsa Competizione - Intercontinental GT Pack,199000,win,,"4 Feb, 2020",Indie,yes,Duoyi Games,Kunos Simulazioni,Steam Achievements,311,50.0,,Very Positive
Succubus - Red Goddess,0,win,-40%,"22 Dec, 2022",Simulation,yes,Rockstar Games,Agony,Full controller support,34,,,Mixed
SpongeBob SquarePants: The Cosmic Shake,370000,win,,"31 Jan, 2023",Strategy,no,Duoyi Games,THQ Nordic,In-App Purchases,1061,10.0,,Very Positive
Just Die Already,0,win,-70%,"20 May, 2021",Early Access,no,Bungie,Curve Games,Steam Cloud,1492,2.5,,Very Positive
VEGAS 19 Edit Steam Edition,0,win,-50%,"9 Sep, 2021",Adventure,no,NEOWIZ,MAGIX Software GmbH,Remote Play Together,62,1.5,,Mostly Positive
Warhammer: Vermintide 2 - Sister of the Thorn Cosmetic Upgrade,0,win,,"3 Jun, 2021",Indie,yes,"KRAFTON, Inc.",Fatshark,Single-player,114,85.0,,Mostly Positive
Country Bumpkin Yutaka,130999,mac,,"19 May, 2023",RPG,no,24 Entertainment,Kagura Games,Single-player,76,4.0,,Very Positive
Democracy 4,221391,linux,,"13 Jan, 2022",Strategy,no,Valve,Positech Games,Steam Achievements,4116,0.8,,Very Positive
A Dance of Fire and Ice - Neo Cosmos,39999,win,,"30 May, 2022",Action,yes,Hidden Path Entertainment,7th Beat Games,Steam Cloud,795,,,Mixed
DREDGE - Blackstone Key,37499,mac,,"30 Mar, 2023",Indie,yes,Elf Games,Team17,Single-player,64,2.0,,Mostly Positive
Gloria Victis: Medieval MMORPG,159999,linux,,"7 Feb, 2023",Simulation,no,Luna2 Studio,Black Eye Games,Online PvP,7217,15.0,,Mostly Positive
Command & Conquer: Red Alert 3,239000,win,,"8 Jan, 2009",Strategy,no,The Outsiders,Electronic Arts,LAN PvP,11086,,82,Very Positive
INFRA,0,win,-75%,"15 Jan, 2016",Action,no,ATLUS,Loiste Interactive,Cross-Platform Multiplayer,2247,18.0,,Very Positive
The Sims™ 4 Spa Day Game Pack,239000,win,,"18 Jun, 2020",Indie,yes,Rockstar Studios,Electronic Arts,Downloadable Content,42,18.0,,Mixed
Warhammer: Vermintide 2 - Grail Knight Cosmetic Upgrade,0,mac,,"23 Jun, 2020",Adventure,yes,Dojin Otome,Warhammer,Steam Achievements,512,0.085,,Mostly Negative
HUMANKIND™ - Together We Rule Expansion Pack,199950,linux,,"9 Nov, 2022",Casual,yes,NEOWIZ,HUMANKIND,Steam Cloud,126,25.0,,Mixed
Crusader Kings III: Northern Lords,114999,win,,"1 Sep, 2020",Indie,yes,R-Age,Paradox Interactive,Includes level editor,987,8.0,,Mixed
Grey Hack,0,win,-15%,"14 Dec, 2017",Simulation,no,NewGen,Loading Home,Single-player,1037,,,Very Positive
WolfQuest: Anniversary Edition,165999,mac,,"25 Jul, 2019",Free to Play,no,FYQD-Studio,eduweb,Steam Achievements,5100,12.0,,Very Positive
ENDLESS™ Space 2,269999,linux,,"18 May, 2017",Indie,no,Crytek,SEGA,Steam Trading Cards,15219,8.0,,Mostly Positive
Empyrion - Galactic Survival,135999,win,,"5 Aug, 2020",Strategy,no,Saber Interactive,Eleon Game Studios,Partial Controller Support,25584,15.0,,Very Positive
This Is the Police 2,0,mac,-75%,"31 Jul, 2018",Early Access,no,Paradox Development Studio,THQ Nordic,Steam Cloud,4313,4.0,66,Very Positive
theHunter: Call of the Wild™ - ATV SABER 4X4,35999,linux,,"15 Jun, 2017",Adventure,yes,PlaySurrounDead,Expansive Worlds,Single-player,1303,60.0,,Mixed
Spiritfarer®: Farewell Edition,245999,win,,"18 Aug, 2020",Indie,no,"GIBBING TREE, LLC",Thunder Lotus Games,Online PvP,27745,,84,Very Positive
Assetto Corsa - Porsche Pack III,39999,mac,,"20 Dec, 2016",RPG,yes,Maxis,Kunos Simulazioni,LAN PvP,91,0.5,,Very Positive
Prison Simulator,0,linux,-21%,"4 Nov, 2021",Indie,no,Saber Interactive,PlayWay S.A.,Online Co-op,1538,6.0,,Very Positive
Steel Division 2 - Nemesis #6 - Siege of Dunkirk,0,win,-25%,"16 Mar, 2023",RPG,yes,BioWare,Eugen Systems,LAN Co-op,20,1.0,,Positive
The Walking Dead: Saints & Sinners,169999,win,,"23 Jan, 2020",Strategy,no,Aspyr (Mac),Skydance Interactive,Downloadable Content,6473,40.0,,Very Positive
MADiSON,159999,mac,,"7 Jul, 2022",Action,no,Rockstar New England,BLOODIOUS GAMES,Steam Achievements,1667,10.0,,Very Positive
Walkabout Mini Golf VR,95999,linux,,"15 Jul, 2021",Adventure,no,Shimobashira Workshop,Mighty Coconut,Steam Trading Cards,2078,,,Very Positive
Battlefield™ 2042 Welcome Pack – Season 4,69000,win,,"28 Feb, 2023",Free to Play,yes,"KOEI TECMO GAMES CO., LTD.",Electronic Arts,Captions available,55,100.0,,Very Positive
The Elder Scrolls III: Morrowind® Game of the Year Edition,135999,win,,"16 Jun, 2009",Massively Multiplayer,no,Paradox Development Studio,Bethesda Softworks,Steam Workshop,17089,,89,Very Positive
Zompiercer,119000,win,,"3 Apr, 2020",RPG,no,Conor Petersen,DDDimanN,Partial Controller Support,1163,23.0,,Very Positive
Stellaris: Distant Stars Story Pack,90999,win,,"22 May, 2018",Casual,yes,"Thunkspace, LLC",Paradox Interactive,Steam Leaderboards,487,10.0,,Mixed
Cruelty Squad,108999,mac,,"15 Jun, 2021",Indie,no,MassHive Media,Consumer Softproducts,Includes level editor,9741,,,Overwhelmingly Positive
Landlord's Super,0,linux,-30%,"25 May, 2023",Simulation,no,Hunted Cow Studios,Minskworks,Single-player,946,,,Mixed
Stellaris: Leviathans Story Pack,98999,win,,"20 Oct, 2016",Strategy,yes,KIRA,Paradox Interactive,Online PvP,544,10.0,,Mostly Positive
CarX Drift Racing Online - Deluxe,108999,win,,"28 Dec, 2017",Action,yes,Paradox Development Studio,"CarX Technologies, LLC",Online Co-op,165,6.0,,Mixed
Euro Truck Simulator 2 - Feldbinder Trailer Pack,35900,mac,,"30 Nov, 2022",Indie,yes,Tarsier Studios,SCS Software,Single-player,138,12.0,,Very Positive
Shop-Like - The Rogue-Like Item Shop Experience,0,win,-15%,"30 May, 2023",Strategy,no,Oskar Stålberg,Rand.Exe Studios,Online PvP,8,,,8 user reviews
Dead Cells: The Queen and the Sea,39999,mac,,"6 Jan, 2022",Free to Play,yes,Warm Lamp Games,Motion Twin,Online Co-op,458,0.5,,Very Positive
Lost Castle / 失落城堡,89999,win,,"31 Aug, 2016",RPG,no,Nikita Kryukov,Neon Doctrine,Cross-Platform Multiplayer,17017,,,Mostly Positive
Super Animal Royale,0,win,,"26 Aug, 2021",Simulation,no,SCS Software,Modus Games,Steam Achievements,36047,,,Very Positive
The Jackbox Party Starter,0,win,-35%,"29 Jun, 2022",Strategy,no,Rebellion,"Jackbox Games, Inc.",Full controller support,108,,,Very Positive
Far Cry® 4,309000,mac,,Nov 2014,Action,no,Infinity Ward,Ubisoft,Captions available,42611,30.0,80,Very Positive
Evil Genius 2: World Domination,169999,linux,,"30 Mar, 2021",Casual,no,Nihon Falcom,Rebellion,Steam Workshop,8982,18.0,,Very Positive
Crusader Kings III: Fate of Iberia,114999,win,,"1 Sep, 2020",Racing,yes,PH3 GmbH,Paradox Interactive,Steam Cloud,688,8.0,,Mixed
Dying Light 2 Stay Human: Post-apo Bundle,65000,win,,"27 Apr, 2023",Sports,yes,The Outer Zone,Techland,Includes level editor,12,60.0,,Mixed
Dying Light 2 Stay Human: Rahim Bundle,65000,win,,"27 Apr, 2023",Action,yes,Firaxis Games,Techland,Single-player,3,60.0,,3 user reviews
AdventureQuest 3D,0,mac,,"28 Oct, 2022",Indie,no,Aspyr (Mac),"Artix Entertainment, LLC",Shared/Split Screen PvP,8283,1.0,,Mostly Positive
Crysis 2 Remastered,161999,linux,,"17 Nov, 2022",Early Access,no,Overhype Studios,Crytek,Tracked Controller Support,2403,54.0,,Very Positive
Portal Knights,135999,win,,"18 May, 2017",Action,no,Techland,505 Games,VR Supported,15493,8.0,72,Very Positive
A Total War Saga: THRONES OF BRITANNIA,360999,win,,"2 May, 2018",Free to Play,no,SCS Software,Feral Interactive (Linux),Partial Controller Support,10492,30.0,,Mostly Positive
SCUM: Danny Trejo Character Pack,130999,mac,,"30 Jun, 2022",RPG,yes,Ramen VR,SCUM,Includes level editor,118,70.0,,Very Positive
Granblue Fantasy: Versus,239000,linux,,"13 Mar, 2020",Strategy,no,Akaba Studio,XSEED Games,Single-player,6272,7.0,,Very Positive
Legion TD 2 - Multiplayer Tower Defense,169000,win,,"1 Oct, 2021",Early Access,no,gamigo US Inc.,AutoAttack Games,Steam Achievements,8358,2.0,,Very Positive
Fishing Planet: Golden Pack,375999,mac,,"4 Nov, 2019",Action,yes,"KOEI TECMO GAMES CO., LTD.",Sports,Full controller support,40,0.012,,Positive
Kingdom Heroes 8,279999,linux,,"12 Jan, 2021",Sports,no,Color Gray Games,USERJOY,Remote Play on Phone,12040,10.0,,Mixed
There Is No Game: Wrong Dimension,83999,win,,"6 Aug, 2020",Early Access,no,"Boundless Dynamics, LLC",Draw Me A Pixel,Remote Play on Tablet,17689,,89,Overwhelmingly Positive
LEGO® Star Wars™ - The Complete Saga,108999,win,,"12 Nov, 2009",Utilities,no,Greenheart Games 💚,Disney,Remote Play on TV,16947,,77,Overwhelmingly Positive
Warhammer: Vermintide 2 - Sister of the Thorn,0,mac,-50%,"3 Jun, 2021",Adventure,yes,Frontier Developments,Fatshark,Single-player,527,85.0,,Mixed
New Super Lucky's Tale,0,linux,-70%,"21 Aug, 2020",RPG,no,Marmalade Game Studio Ltd,Playful Corp.,Online Co-op,266,8.0,,Very Positive
Divinity: Original Sin - Enhanced Edition,269999,win,,"27 Oct, 2015",Strategy,no,Orange_Juice,Larian Studios,Shared/Split Screen Co-op,19215,10.0,94,Very Positive
OVR Toolkit,82999,win,,"28 Jun, 2019",Action,no,Triangle Studios,Curtis English,Steam Achievements,2200,0.8,,Very Positive
ATLAS,139999,mac,,"22 Dec, 2018",Indie,no,Marvelous Inc.,Grapeshot Games,Full controller support,35952,,,Mixed
Pathfinder: Wrath of the Righteous - The Last Sarkorians,114999,win,,"7 Mar, 2023",RPG,yes,Joey Drew Studios,Owlcat Games,Steam Trading Cards,71,50.0,,Very Positive
Patch Quest,0,win,-33%,"2 Mar, 2023",Action,no,Dark One!,Curve Games,Steam Workshop,1369,,80,Very Positive
Rogue Legacy 2,206999,win,,"28 Apr, 2022",Indie,no,DRAGO entertainment,Cellar Door Games,Steam Cloud,12095,2.0,88,Very Positive
Star Trek Timelines,0,mac,,"12 Jul, 2017",Early Access,no,ILLUSION,Tilting Point,Includes level editor,1209,,,Mostly Positive
Party Hard 2,0,linux,-75%,"25 Oct, 2018",Action,no,Bitfall Studios,Party Hard,Remote Play on TV,1641,6.0,74,Mixed
My Garage,206999,win,,"10 Aug, 2021",Adventure,no,Nexon Korea Corporation,Viking Game Studio,Remote Play Together,1100,5.0,,Very Positive
FINAL FANTASY VI,239000,win,,"23 Feb, 2022",Simulation,no,QLOC,Square Enix,Single-player,2325,,,Very Positive
Champions Online,0,mac,,"14 Jun, 2011",Action,no,DIMPS,Cryptic Studios,Online PvP,3887,,72,Mostly Positive
Bloons TD Battles 2,0,linux,,"30 Nov, 2021",Casual,no,Geometa,Ninja Kiwi,Online Co-op,24605,1.536,,Very Positive
Spelunky 2,108999,win,,"29 Sep, 2020",Indie,no,Motion Twin,BlitWorks,Cross-Platform Multiplayer,15338,,91,Very Positive
Portal Dungeon,114999,mac,,"14 Dec, 2022",Racing,no,Evil Empire,DuskDogStudio,Steam Achievements,488,,,Very Positive
Live2DViewerEX,45999,linux,,"31 Dec, 2021",Sports,no,Koei Tecmo,Pavo Studio,Full controller support,2826,1.5,,Very Positive
Steel Division 2 - Burning Baltics,0,win,-70%,"29 Apr, 2021",Strategy,yes,Flow Fire Games,Eugen Systems,Steam Cloud,159,1.0,,Mixed
Houdini Indie,4044369,mac,,"10 Oct, 2018",Action,no,Frontier Developments,SideFX,Steam Leaderboards,158,8.0,,Very Positive
Spiral Knights,0,win,,"14 Jun, 2011",Indie,no,SCS Software,Grey Havens,Single-player,22910,,64,Very Positive
The Sims™ 4 StrangerVille,239000,win,,"18 Jun, 2020",Action,yes,AnukenDev,Electronic Arts,Steam Achievements,42,15.0,,Mixed
911 Operator,0,mac,-80%,"24 Feb, 2017",Racing,no,Klei Entertainment,Games Operators,Full controller support,12949,1.0,68,Very Positive
Greedventory,165999,linux,,"17 May, 2023",Adventure,no,ViewApp,Black Tower Basement,VR Supported,116,4.0,,Mostly Positive
Teenage Mutant Ninja Turtles: Shredder's Revenge,206999,win,,"16 Jun, 2022",Casual,no,Notovia,Dotemu,Steam Trading Cards,9756,2.0,,Very Positive
Richman10,89999,win,,"24 Oct, 2019",Simulation,no,SCS Software,SOFTSTAR ENTERTAINMENT,Steam Cloud,10808,,,Mixed
Watch Dogs®: Legion,619000,mac,,"26 Jan, 2023",Casual,no,Guy Godin,Ubisoft,Remote Play on Phone,2590,115.0,,Mixed
CosmicBreak Universal,0,linux,,"6 Apr, 2021",Indie,no,Saber Interactive,Cosmic,Remote Play on Tablet,1186,1.9,,Mixed
Propnight,90999,win,,"1 Dec, 2021",Simulation,no,Bandai Namco Studios,Mytona Fntastic,Remote Play on TV,13924,15.0,,Mixed
"Warhammer 40,000: Armageddon",0,linux,-80%,"26 Nov, 2014",Action,no,Netmarble F&C Team SoulEve,Slitherine Ltd.,Single-player,783,,68,Mostly Positive
Warhammer: Vermintide 2 - Outcast Engineer Career,0,win,-50%,"19 Nov, 2020",Adventure,yes,"Boundless Dynamics, LLC",Fatshark,Downloadable Content,556,85.0,,Mostly Positive
BattleBlock Theater®,95999,win,,"15 May, 2014",Indie,no,Gray Matter Studios,The Behemoth,Steam Achievements,51400,,85,Overwhelmingly Positive
Perfect Heist 2,69999,mac,,"10 Dec, 2021",Simulation,no,M7 Productions,yeswecamp,Full controller support,1509,,,Very Positive
Tree of Savior (English Ver.),0,linux,,"28 Mar, 2016",Early Access,no,Attrito,"IMCGAMES Co.,Ltd.",Steam Trading Cards,19876,32.0,,Mostly Positive
AdVenture Capitalist,0,win,,"30 Mar, 2015",Massively Multiplayer,no,Apog Labs,Hyper Hippo Games,Steam Cloud,54724,,,Very Positive
What Remains of Edith Finch,149999,win,,"24 Apr, 2017",Racing,no,Oni Gaming,Annapurna Interactive,Remote Play on Phone,29815,,89,Overwhelmingly Positive
Jurassic World Evolution 2: Dominion Biosyn Expansion,195999,win,,"14 Jun, 2022",Simulation,yes,Gentle Giant,Frontier Developments,Remote Play on Tablet,271,14.0,,Mostly Positive
WGT Golf,0,linux,,"13 Apr, 2020",Sports,no,thatgamecompany,Topgolf Media,Remote Play on TV,2122,,,Mostly Positive
Assassin's Creed 2,99000,win,,"4 Mar, 2010",Action,no,"KOEI TECMO GAMES CO., LTD.",Ubisoft,Single-player,39480,,86,Very Positive
S.T.A.L.K.E.R.: Shadow of Chernobyl,139999,win,,"20 Mar, 2007",Adventure,no,Deep Water Studio,GSC Game World,Online PvP,27199,,82,Overwhelmingly Positive
theHunter: Call of the Wild™ - Bloodhound,32999,win,,"30 Mar, 2021",Simulation,yes,FireFly Studios,Expansive Worlds,LAN PvP,1146,60.0,,Very Positive
Assetto Corsa - Porsche Pack I,39999,win,,"25 Oct, 2016",Simulation,yes,Beamdog,Kunos Simulazioni,Online Co-op,213,0.5,,Very Positive
Stormworks: Industrial Frontier,69999,mac,,"13 Oct, 2022",Strategy,yes,Motion Twin,Geometa,LAN Co-op,320,1.0,,Mixed
Internet Cafe Simulator 2,108999,linux,,"7 Jan, 2022",Early Access,no,Evil Empire,Cheesecake Dev,Cross-Platform Multiplayer,8141,7.0,,Mostly Positive
Battlefleet Gothic: Armada,0,win,-80%,"21 Apr, 2016",Action,no,Petit Depotto,Warhammer,Steam Achievements,4645,10.0,77,Mixed
Blades of Jianghu: Ballad of Wind and Dust,95999,win,,"28 Apr, 2023",Adventure,no,Origin8 Technologies Ltd.,Alice Publication,Steam Trading Cards,129,3.0,,Mostly Positive
Kena: Bridge of Spirits,169999,win,,"26 Sep, 2022",Indie,no,"Softstar Technology (Beijing) Co., Ltd",Ember Lab,Stats,8022,25.0,83,Very Positive
DRAGON QUEST BUILDERS™ 2,650000,mac,,"10 Dec, 2019",RPG,no,Egosoft,Square Enix,Single-player,5063,12.0,85,Very Positive
Elite Dangerous: Odyssey,169999,win,,"19 May, 2021",Simulation,yes,PopCap,Frontier Developments,Downloadable Content,6984,75.0,,Mixed
Slapshot: Rebound,0,win,,"7 Dec, 2020",Strategy,no,Square Enix,Oddshot Games,Steam Achievements,7038,1.0,,Very Positive
Tactical Assault VR,114999,win,,"26 Mar, 2023",Early Access,no,ATLUS,Twisted Barrel Games,Steam Trading Cards,481,,,Mostly Positive
CULTIC,69999,win,,"13 Oct, 2022",Action,no,Monolith Productions,3D Realms,Single-player,3838,3.0,,Overwhelmingly Positive
Raging Loop,199999,mac,,"23 Aug, 2017",Indie,no,Adglobe,KEMCO,Single-player,3751,,,Very Positive
Cities: Skylines - Piano Tunes Radio,39999,linux,,"23 May, 2023",Massively Multiplayer,yes,Square Enix,Paradox Interactive,Steam Achievements,2,4.0,,2 user reviews
"World of Tanks — Warhammer 40,000 Themed Pack",0,win,-60%,"3 Jun, 2021",RPG,yes,Maxis,Wargaming Group Limited,Single-player,21,57.0,,Positive
Flash Party,0,win,,"9 Jan, 2023",Strategy,no,GIANTS Software,XD,Shared/Split Screen PvP,1089,5.0,,Mostly Positive
Cities: Skylines - 90's Pop Radio,39999,win,,"23 May, 2023",Action,yes,Subset Games,Paradox Interactive,Shared/Split Screen Co-op,5,4.0,,5 user reviews
To Hell With The Ugly,0,mac,-10%,"30 May, 2023",Adventure,no,Phosphor Game Studios,ARTE France,Downloadable Content,8,,,8 user reviews
Children of Silentown,0,linux,-30%,"11 Jan, 2023",RPG,no,Iron Tower Studio,Daedalic Entertainment,Steam Achievements,328,7.0,,Very Positive
Fling to the Finish,0,win,-66%,"23 Aug, 2021",Simulation,no,Charm Games,Daedalic Entertainment,Full controller support,593,,,Very Positive
DJMAX RESPECT V - The Clear Blue Sky GEAR PACK,0,mac,-80%,"27 May, 2020",Strategy,yes,Casey Donnellan Games LLC,NEOWIZ,Steam Trading Cards,36,25.0,,Positive
System Shock 2,89999,linux,,"10 May, 2013",Casual,no,704Games Company,Looking Glass Studios,Steam Workshop,5415,,92,Very Positive
KurtzPel,0,win,,"30 Apr, 2019",Free to Play,no,Bigpoint GmbH,KOG,Steam Cloud,34766,30.0,,Mixed
Assetto Corsa - Porsche Pack II,39999,win,,"22 Nov, 2016",Indie,yes,Ebb Software,Kunos Simulazioni,Remote Play on TV,104,0.5,,Very Positive
GeneRally 2,130999,win,,"30 May, 2023",Simulation,no,10tons Ltd,Curious Chicken Games,Remote Play Together,33,,,Mostly Positive
Mini Metro,69999,mac,,"6 Nov, 2015",Adventure,no,Radical Fish Games,Dinosaur Polo Club,Single-player,9899,,77,Very Positive
Will To Live Online,0,win,,"5 Apr, 2018",Casual,no,Dead Mage,AlphaSoft LLC,Downloadable Content,14871,45.0,,Mixed
Wildermyth - Armors and Skins,47499,win,,"4 May, 2023",Indie,yes,Huard Ouadi,Worldwalker Games LLC,Steam Achievements,65,,,Very Positive
MELTY BLOOD: TYPE LUMINA,209999,win,,"29 Sep, 2021",Simulation,no,Portable Moose,GameLoop Inc.,Steam Cloud,6630,,,Very Positive
Car Mechanic Simulator 2021 - Ford Remastered DLC,56499,win,,"24 Mar, 2023",Indie,yes,"Lion Shield, LLC",Car Mechanic Simulator,Single-player,22,,,Positive
Bomber Crew,0,win,-90%,"19 Oct, 2017",Simulation,no,Ubisoft Montreal,Curve Games,Steam Achievements,8183,0.5,75,Very Positive
PARANORMASIGHT: The Seven Mysteries of Honjo,279000,win,,"8 Mar, 2023",Strategy,no,Ubisoft Quebec,Square Enix,Full controller support,843,2.0,,Very Positive
"Warhammer 40,000: Mechanicus - Upgrade to Omnissiah Edition",0,win,-60%,"15 Nov, 2018",Early Access,yes,Ubisoft Toronto,Kasedo Games,Steam Trading Cards,42,8.0,,Positive
Tinykin,0,win,-40%,"30 Aug, 2022",Indie,no,Blue Byte,tinyBuild,Captions available,885,,,Very Positive
American Truck Simulator - Utah,99900,win,,"7 Nov, 2019",Simulation,yes,上海烛龙信息科技有限公司,SCS Software,Steam Cloud,455,0.12,,Very Positive
DJMAX RESPECT V - Lisrim Gear Pack,0,win,-80%,"6 Aug, 2020",Strategy,yes,Aurogon Shanghai,NEOWIZ,Single-player,37,30.0,,Positive
Green Hell VR,0,win,-40%,"9 Jun, 2022",Early Access,no,Voracious Games,Incuvo,Online PvP,674,8.0,84,Mostly Positive
Wizard of Legend,99999,win,,"15 May, 2018",Action,no,Frontier Developments,Humble Games,Cross-Platform Multiplayer,14727,,79,Very Positive
Stellaris: MegaCorp,165999,mac,,"6 Dec, 2018",Adventure,yes,Skirmish Mode Games,Paradox Interactive,Single-player,1057,10.0,,Mixed
theHunter: Call of the Wild™ - Modern Rifle Pack,32999,linux,,"22 Feb, 2022",Free to Play,yes,Runewaker Entertainment,Expansive Worlds,Downloadable Content,427,60.0,,Very Positive
Danganronpa 2: Goodbye Despair,135999,win,,"18 Apr, 2016",Massively Multiplayer,no,TechnoTal,"Spike Chunsoft Co., Ltd.",Steam Achievements,21007,6.0,83,Very Positive
AER Memories of Old,0,win,-90%,"25 Oct, 2017",RPG,no,Maxis,Forgotten Key,Steam Trading Cards,3942,3.0,,Very Positive
Sally Face - Episode One,25999,linux,,"14 Dec, 2016",Casual,no,Valve,Portable Moose,Steam Workshop,14108,,,Overwhelmingly Positive
Cuphead - The Delicious Last Course,59999,win,,"30 Jun, 2022",Action,yes,NEXON,Studio MDHR Entertainment Inc.,Partial Controller Support,3670,,,Very Positive
Deceit,0,win,,"3 Mar, 2017",Adventure,no,id Software,World Makers,Steam Cloud,87589,20.0,,Very Positive
GGST Additional Character 9 - Asuka,99000,win,,"25 May, 2023",Casual,yes,Angry Mob Games,Arc System Works,Includes level editor,113,30.0,,Very Positive
Gaokao.Love.100Days,0,win,-40%,"30 May, 2015",Indie,no,GlassesCatGames,橘子班,Remote Play on Tablet,3996,,,Mostly Positive
Assetto Corsa - Red Pack,52999,win,,"14 Jul, 2016",Strategy,yes,Rain Games,Kunos Simulazioni,Single-player,202,30.0,,Very Positive
Tower Unite,165999,win,,"8 Apr, 2016",Indie,no,id Software,PixelTail Games,MMO,13884,20.0,,Very Positive
