title,base_price,os_support,discount,release,genres,dlc,developer,publisher,features,total_review,storage,metacritic,sum_rating
Craftopia,119999,linux,,"4 Sep, 2020",Action,no,Anvil Game Studios,Pocketpair,Steam Cloud,14333,,,Very Positive
Planet of Lana,165999,win,,"23 May, 2023",Adventure,no,KOJIMA PRODUCTIONS,Thunderful Publishing,Single-player,689,10.0,,Very Positive
ROMANCE OF THE THREE KINGDOMS XIV,844000,win,,"15 Jan, 2020",RPG,no,Fatshark,"KOEI TECMO GAMES CO., LTD.",Partial Controller Support,10649,20.0,,Mostly Positive
Crush Crush,0,mac,,"18 Oct, 2016",Simulation,no,NEOWIZ,Sad Panda Studios,Single-player,23356,1.0,,Very Positive
Darkwood,0,linux,-75%,"17 Aug, 2017",Strategy,no,CenterPoint Gaming,Acid Wizard Studio,Tracked Controller Support,13783,6.0,80,Overwhelmingly Positive
LEGO® 2K Drive,649000,win,,"18 May, 2023",Early Access,no,Ubisoft Paris,2K,VR Only,209,12.0,,Mixed
My Summer Car,115999,mac,,"24 Oct, 2016",Indie,no,Ubisoft Annecy,Amistech Games,Single-player,49553,1.0,,Very Positive
Five Nights at Freddy's 2,59999,win,,"10 Nov, 2014",RPG,no,Ubisoft Bucharest,Scott Cawthon,Steam Achievements,15215,,62,Very Positive
Kingdoms Reborn,108999,mac,,Nov 2020,Simulation,no,Ubisoft Montpellier,Earthshine,Full controller support,5293,10.0,,Very Positive
"Warhammer 40,000: Gladius - Craftworld Aeldari",0,win,-40%,"12 Nov, 2020",Strategy,yes,Ubisoft Milan,Warhammer,Steam Trading Cards,83,2.0,,Very Positive
Lost Light,0,linux,,"1 Sep, 2022",Action,no,Reflections,NetEase Games,Steam Cloud,10737,10.0,,Mixed
Arma Reforger,229999,win,,"17 May, 2022",Adventure,no,Ubisoft Belgrade,Bohemia Interactive,Steam Leaderboards,7159,20.0,,Mixed
Destiny 2: Shadowkeep,0,mac,-60%,"1 Oct, 2019",Action,yes,LuGus Studios,Bungie,Remote Play on TV,4005,105.0,78,Mixed
Substance 3D Painter 2023,1130000,linux,,"23 Jan, 2023",Action,no,DRAGO entertainment,Adobe,Single-player,99,10.0,,Mostly Positive
House Flipper - Farm DLC,130999,win,,"13 Apr, 2023",Massively Multiplayer,yes,Hinterland Studio Inc.,Frozen Way,Online PvP,254,20.0,,Mixed
VTube Studio,0,win,,"12 Mar, 2021",Action,no,Soleil Ltd.,DenchiSoft,Steam Trading Cards,3046,4.0,,Very Positive
Grand Theft Auto IV: Complete Edition,0,mac,,,Casual,no,stillalive studios,Rockstar Toronto,Single-player,107258,,90,Very Positive
3on3 FreeStyle: Rebound,0,win,,"14 Jul, 2020",Sports,no,Maxis,Joycity,Online PvP,2339,10.0,,Mostly Positive
Action Taimanin,0,mac,,"5 Oct, 2020",Action,no,"ONGAKUKAN Co.,Ltd.",Infini-Brain inc.,Online Co-op,15646,3.0,,Very Positive
American Truck Simulator - Texas,149900,linux,,"15 Nov, 2022",Simulation,yes,Daniel Mullins Games,SCS Software,Steam Achievements,495,,,Very Positive
The Henry Stickmin Collection,0,win,-50%,"7 Aug, 2020",Strategy,no,Firaxis Games,Innersloth,Full controller support,34851,1.0,,Overwhelmingly Positive
RimWorld - Royalty,149999,mac,,"24 Feb, 2020",Action,yes,Aspyr (Mac),Strategy,Steam Trading Cards,1905,,,Mixed
Cultist Simulator: The Priest,0,win,-70%,"30 May, 2019",Adventure,yes,Aspyr (Linux),Cultist Simulator,Captions available,33,,,Mixed
Total War: WARHAMMER II - The Shadow & The Blade,0,win,-50%,"12 Dec, 2019",RPG,yes,CREATIVE ASSEMBLY,Total War,Steam Workshop,716,0.06,,Mostly Positive
Cultist Simulator: The Dancer,0,mac,-70%,"16 Oct, 2018",Action,yes,Feral Interactive (Linux),Weather Factory,Steam Cloud,45,,,Positive
Dwarf Fortress,245999,win,,"6 Dec, 2022",Adventure,no,Feral Interactive (Mac),Kitfox Games,Includes level editor,18992,0.5,93,Very Positive
Gorilla Tag,165999,win,,"1 Jan, 2023",Free to Play,no,Vertical Reach,Another Axiom,Commentary available,3896,,,Very Positive
Undertale,89999,mac,,"15 Sep, 2015",Indie,no,Square Enix,tobyfox,Remote Play on TV,174502,0.2,92,Overwhelmingly Positive
Trove,0,linux,,"9 Jul, 2015",Massively Multiplayer,no,Maxis,gamigo US Inc.,MMO,89715,,,Mostly Positive
The Sims™ 4 Growing Together Expansion Pack,479000,win,,"16 Mar, 2023",RPG,yes,Intercept Games,Electronic Arts,Online PvP,66,51.0,,Mixed
State of Decay 2: Juggernaut Edition,239000,mac,,"13 Mar, 2020",Simulation,no,Lunar Ray Games,Undead Labs,Online Co-op,37257,30.0,69,Very Positive
Pathway,0,linux,-70%,"11 Apr, 2019",Strategy,no,First Watch Games,Robotality,Cross-Platform Multiplayer,1719,2.0,68,Mostly Positive
Cultist Simulator: The Ghoul,0,win,-70%,"30 May, 2019",Action,yes,CREATIVE ASSEMBLY,Cultist Simulator,Steam Trading Cards,33,,,Positive
Solasta: Crown of the Magister - Primal Calling,0,mac,-30%,"4 Nov, 2021",RPG,yes,Feral Interactive (Linux),Tactical Adventures,Single-player,91,1.0,,Mixed
ROUNDS,48999,win,,"1 Apr, 2021",Action,no,Feral Interactive (Mac),Landfall,Steam Cloud,14786,,,Overwhelmingly Positive
DCS: F-14A/B Tomcat,0,win,-35%,"13 Mar, 2019",Indie,yes,NEOWIZ,Heatblur Simulations,Single-player,549,,,Very Positive
DAVE THE DIVER,165999,win,,"26 Oct, 2022",Early Access,no,Aether Studios,MINTROCKET,Steam Achievements,11339,5.0,,Overwhelmingly Positive
Train Sim World® 3,209999,win,,"6 Sep, 2022",Action,no,Max Inferno,Dovetail Games,Single-player,2233,50.0,,Mostly Positive
"Ranch Simulator - Build, Farm, Hunt",0,win,-33%,"4 Mar, 2021",Adventure,no,Frontier Developments,Excalibur Games,Steam Trading Cards,11256,15.0,,Very Positive
A Dance of Fire and Ice,48999,mac,,"24 Jan, 2019",Indie,no,Aspyr (Mac),7th Beat Games,Steam Cloud,49310,,,Very Positive
DRAGON BALL XENOVERSE 2,600000,linux,,"27 Oct, 2016",Early Access,no,WSS playground,BANDAI NAMCO Entertainment,Single-player,31381,,78,Very Positive
Glass Masquerade 3: Honeylines,47499,win,,"30 May, 2023",Simulation,no,xemono,Onyx Lute,Online Co-op,41,1.0,,Positive
Mega Man Battle Network Legacy Collection Vol. 1,553999,mac,,"13 Apr, 2023",Strategy,no,CyberConnect2 Co. Ltd.,"CAPCOM Co., Ltd.",Shared/Split Screen Co-op,613,,,Overwhelmingly Positive
Neon Echo,130999,linux,,"20 Apr, 2023",Indie,no,CREATIVE ASSEMBLY,Xinyuan Studio,Steam Achievements,2352,4.0,,Very Positive
Solasta: Crown of the Magister - Inner Strength,0,win,-25%,"14 Nov, 2022",Massively Multiplayer,yes,Feral Interactive (Mac),Tactical Adventures,Full controller support,53,15.0,,Mostly Positive
Hades,206999,win,,"17 Sep, 2020",RPG,no,NEOWIZ,Supergiant Games,Steam Cloud,208880,20.0,93,Overwhelmingly Positive
Ultimate Chicken Horse,109999,win,,"4 Mar, 2016",Simulation,no,Abrakam Entertainment SA,Clever Endeavour Games,Remote Play Together,26396,2.0,,Very Positive
CONVERGENCE: A League of Legends Story™,270000,mac,,"23 May, 2023",Action,no,Robot Gentleman,Double Stallion,Single-player,246,5.0,82,Very Positive
"Warhammer 40,000: Gladius - Firepower Pack",65000,linux,,"25 May, 2023",Indie,yes,Abylight Barcelona,Warhammer,Online PvP,22,,,Positive
Halo Infinite,0,win,,"15 Nov, 2021",Simulation,no,Systemic Reaction™,Xbox Game Studios,Shared/Split Screen PvP,158198,50.0,,Mixed
The Jackbox Party Pack 9,0,linux,-35%,"19 Oct, 2022",Strategy,no,AIDIS Inc.,"Jackbox Games, Inc.",Shared/Split Screen Co-op,390,3.0,,Very Positive
Core Keeper,139999,win,,"8 Mar, 2022",Action,no,Dimfrost Studio,Fireshine Games,Cross-Platform Multiplayer,19730,,,Very Positive
Cassette Beasts,165999,mac,,"26 Apr, 2023",Adventure,no,（Hong Kong）GKD,Raw Fury,Steam Achievements,1996,2.0,,Overwhelmingly Positive
Minecraft Dungeons,265000,linux,,"22 Sep, 2021",Free to Play,no,Cosmographic Software,‪Double Eleven,Partial Controller Support,7191,6.0,,Very Positive
Stormworks: Build and Rescue,119999,win,,"17 Sep, 2020",Indie,no,Respawn Entertainment,Geometa,Steam Cloud,32860,1.0,,Very Positive
Solasta: Crown of the Magister - Lost Valley,0,win,-30%,"14 Apr, 2022",RPG,yes,Jagex Ltd,Tactical Adventures,Remote Play Together,222,10.0,,Mixed
MotoGP™22,0,win,-80%,"21 Apr, 2022",Strategy,no,Panache Digital Games,Milestone S.r.l.,Single-player,725,30.0,,Mostly Positive
Guild Wars 2: Heart of Thorns™ & Guild Wars 2: Path of Fire™ Expansions,435553,mac,,"23 Aug, 2022",Action,yes,ZA/UM,Guild Wars 2,Steam Achievements,92,,,Mostly Positive
Overcooked! 2,199999,linux,,"7 Aug, 2018",Indie,no,Ghost Ship Games,Team17,Full controller support,35146,,81,Very Positive
Governor of Poker 3,0,win,,"19 Feb, 2016",Massively Multiplayer,no,Dojin Otome,Azerion,Steam Cloud,12050,0.75,,Mixed
TRAHA Global,0,win,,"1 Nov, 2022",Simulation,no,Stress Level Zero,MOAI GAMES Corporation,MMO,1268,15.0,,Mixed
Atomic Heart,509000,win,,"20 Feb, 2023",Strategy,no,Two Star Games,Focus Entertainment,Online PvP,16947,90.0,75,Mostly Positive
Total War: WARHAMMER - Call of the Beastmen,0,win,-50%,"28 Jul, 2016",Adventure,yes,RubberBandGames,Total War,In-App Purchases,1290,35.0,72,Mixed
DJMAX RESPECT V - TECHNIKA TUNE & Q Pack,0,win,-70%,"27 Jul, 2022",Casual,yes,CREATIVE ASSEMBLY,NEOWIZ,Single-player,115,100.0,,Very Positive
Forza Horizon 4,249999,win,,"9 Mar, 2021",Simulation,no,Feral Interactive (Linux),Playground Games,Online Co-op,167574,100.0,,Very Positive
Crossout,0,win,,"26 Jul, 2017",Sports,no,Feral Interactive (Mac),Targem Games,Downloadable Content,54942,20.0,,Mixed
INMOST,0,win,-60%,"21 Aug, 2020",Action,no,Titan Forge Games,Hidden Layer Games,Steam Achievements,3380,2.0,,Very Positive
Amanda the Adventurer,82499,mac,,"25 Apr, 2023",Indie,no,poncle,MANGLEDmaw Games,Full controller support,2380,,,Overwhelmingly Positive
Hi-Fi RUSH,329990,linux,,"25 Jan, 2023",RPG,no,"OMOCAT, LLC",Tango Gameworks,In-App Purchases,13884,20.0,89,Overwhelmingly Positive
Contraband Police,165999,win,,"8 Mar, 2023",Strategy,no,Lucas Pope, PlayWay S.A.,Steam Cloud,5572,12.0,77,Very Positive
Half-Life: Alyx,449999,win,,"23 Mar, 2020",Action,no,Firaxis Games,Valve,MMO,69596,,93,Overwhelmingly Positive
Total War: WARHAMMER - Realm of The Wood Elves,0,win,-50%,"8 Dec, 2016",Adventure,yes,Aspyr (Mac),Total War,Steam Achievements,1052,35.0,76,Mixed
Paladins®,0,win,,"8 May, 2018",Casual,no,Aspyr (Linux),Evil Mojo Games,Full controller support,336452,30.0,83,Mostly Positive
"Warhammer 40,000: Mechanicus",0,mac,-84%,"15 Nov, 2018",Simulation,no,JOYCITY,Kasedo Games,Steam Trading Cards,8660,11.0,78,Very Positive
The Isle,135999,win,,"1 Dec, 2015",Simulation,no,Frontier Developments,Afterthought LLC,In-App Purchases,58888,25.0,,Very Positive
DJMAX RESPECT V - V Extension PACK,0,win,-80%,"11 Mar, 2020",Strategy,yes,Gameloft,NEOWIZ,Single-player,310,,,Very Positive
Train Simulator Classic,206999,win,,"27 Apr, 2023",Indie,no,Panic Art Studios Ltd.,Train Simulator,Online Co-op,16785,40.0,NA,Mostly Positive
MX Bikes,159999,win,,"7 Oct, 2019",Racing,no,Colossal Order Ltd.,PiBoSo,Shared/Split Screen Co-op,11777,,,Very Positive
Monster Hunter World: Iceborne,445999,win,,"9 Jan, 2020",Simulation,yes,Reiza Studios,"CAPCOM Co., Ltd.",Steam Achievements,15186,52.0,,Mixed
V Rising - Sinister Evolution Pack,90999,mac,,"17 May, 2023",Sports,yes,Black Lab Games,Stunlock Studios,Full controller support,146,,,Very Positive
Muse Dash,37000,linux,,"19 Jun, 2019",Early Access,no,Firaxis Games,peropero,Remote Play Together,74579,1.0,,Overwhelmingly Positive
Game of Thrones Winter is Coming,0,win,,"14 Nov, 2019",Adventure,no,Aspyr (Mac),YOUZU (SINGAPORE) PTE. LTD.,Single-player,2054,4.196,,Mixed
Total War: THREE KINGDOMS,540999,win,,"23 May, 2019",Indie,no,Aspyr (Linux),Feral Interactive (Linux),Online Co-op,53651,60.0,85,Very Positive
Shop Titans,0,win,,"5 May, 2020",RPG,no,Firaxis Games,"Kabam Games, Inc.",Shared/Split Screen Co-op,13798,1.0,,Mostly Positive
Divinity: Original Sin 2 - Definitive Edition,335999,win,,"14 Sep, 2017",Utilities,no,Aspyr (Mac),Larian Studios,Steam Achievements,141595,60.0,93,Very Positive
Big Ambitions,190432,win,,"10 Mar, 2023",RPG,no,Aspyr (Linux),Hovgaard Games,Full controller support,4971,12.0,,Very Positive
Little Nightmares II,239000,win,,"10 Feb, 2021",Simulation,no,Muro Studios,BANDAI NAMCO Entertainment,Steam Cloud,22444,,83,Very Positive
Realm of the Mad God Exalt,0,win,,"20 Feb, 2012",Action,no,"Boundless Dynamics, LLC",Deca Games,Remote Play on Phone,43830,,82,Mixed
My Time at Sandrock,0,win,-20%,"25 May, 2022",Indie,no,SavySoda,Pathea Games,Remote Play on Tablet,11243,20.0,,Very Positive
Hollow Knight,130999,win,,"24 Feb, 2017",Action,no,Klei Entertainment,Team Cherry,Remote Play on TV,257505,9.0,87,Overwhelmingly Positive
Disney Dreamlight Valley,139999,win,,"6 Sep, 2022",Simulation,no,Samantha “Avanya” Woods,Gameloft,Remote Play Together,10563,10.0,,Very Positive
"Warhammer 40,000: Gladius - Adepta Sororitas",0,win,-20%,"13 Dec, 2022",Strategy,yes,"Standing Stone Games, LLC",Warhammer,Single-player,61,,,Very Positive
Ostriv,119999,win,,"19 Mar, 2020",Sports,no,Witch Beam,yevhen8,Downloadable Content,3361,,,Overwhelmingly Positive
ARK: Genesis Season Pass,139999,win,,"8 Aug, 2019",Strategy,yes,Brace Yourself Games,Snail Games USA,Full controller support,4988,,,Mixed
Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,799000,win,,"15 Oct, 2021",Action,no,Nine Rocks Games,CyberConnect2,Steam Cloud,13804,25.0,,Very Positive
Farworld Pioneers,0,win,-10%,"30 May, 2023",Free to Play,no,Game Grumps,Igloosoft,Remote Play on TV,178,2.0,,Mostly Negative
Miasma Chronicles,380999,mac,,"23 May, 2023",Indie,no,Deck13,505 Games,Single-player,356,30.0,76,Mostly Positive
Among Us,42999,linux,,"16 Nov, 2018",RPG,no,System Era Softworks,Innersloth,Steam Achievements,581717,,85,Very Positive
DEVOUR,47499,win,,"28 Jan, 2021",Design & Illustration,no,Naughty Dog LLC,Straight Back Games,Full controller support,47446,10.0,,Very Positive
Persona 5 Royal,798000,win,,"20 Oct, 2022",Education,no,Iron Galaxy Studios,SEGA,Steam Trading Cards,27986,41.0,95,Overwhelmingly Positive
Anno 1800,619000,win,,Apr 2019,Web Publishing,no,Relic Entertainment,Ubisoft Mainz,Steam Cloud,8150,60.0,81,Very Positive
Senren＊Banka,0,win,-43%,"14 Feb, 2020",Game Development,no,Feral Interactive (Mac),HIKARI FIELD,Stats,12516,,,Overwhelmingly Positive
The Witcher® 3: Wild Hunt,359999,win,,"18 May, 2015",Action,no,Feral Interactive (Linux),CD PROJEKT RED,Remote Play on TV,653775,50.0,93,Very Positive
VALKYRIE CONNECT,0,win,,"2 Apr, 2020",RPG,no,BANDAI NAMCO Studios Inc.,Ateam Entertainment Inc.,Single-player,909,,,Mixed
Five Nights at Freddy's: Security Breach,169999,win,,"16 Dec, 2021",Adventure,no,"Jackbox Games, Inc.",ScottGames,Steam Achievements,43365,80.0,,Very Positive
Crash Bandicoot™ N. Sane Trilogy,0,mac,-60%,"29 Jun, 2018",Indie,no,Firaxis Games,Iron Galaxy,Full controller support,9984,,,Very Positive
Fishing Planet,0,linux,,"28 Aug, 2017",RPG,no,Aspyr (Mac),Fishing Planet LLC,Steam Trading Cards,44137,12.0,,Very Positive
Tabletop Simulator,135999,win,,"5 Jun, 2015",Simulation,no,Aspyr (Linux),Berserk Games,Steam Cloud,35131,,,Overwhelmingly Positive
Halo: The Master Chief Collection,169999,win,,"3 Dec, 2019",Action,no,Ubisoft - San Francisco,Xbox Game Studios,Remote Play on Tablet,186599,,,Very Positive
A Plague Tale: Innocence,0,mac,-80%,"14 May, 2019",Adventure,no,NEOWIZ,Focus Entertainment,Single-player,45922,50.0,81,Very Positive
Sid Meier's Civilization® V,199999,linux,,"23 Sep, 2010",Indie,no,Ryuichi Kaminogi,Aspyr (Linux),Online PvP,116580,,90,Overwhelmingly Positive
Deadside,0,win,-40%,"14 Apr, 2020",Action,no,Studio 397,Bad Pixel,Online Co-op,25878,25.0,,Mixed
Just Shapes & Beats,0,win,-30%,"31 May, 2018",Adventure,no,Flashbulb,Berzerk Studio,Steam Achievements,15596,1.0,,Overwhelmingly Positive
Dead Cells,149999,mac,,"6 Aug, 2018",Action,no,SUPERHOT Team,Motion Twin,Single-player,113698,0.5,89,Overwhelmingly Positive
Total War: WARHAMMER II - Curse of the Vampire Coast,0,linux,-50%,"8 Nov, 2018",Adventure,yes,Paradox Development Studio,Total War,Steam Achievements,1273,60.0,83,Mostly Positive
Tiny Bunny,114999,win,,"16 Apr, 2021",Casual,no,Paradox Tinto,Saikono,Captions available,10410,,,Very Positive
Golf With Your Friends,108999,win,,"19 May, 2020",Indie,no,Small Impact Games,Team17,Steam Cloud,38285,4.0,,Very Positive
Atelier Ryza 3: Alchemist of the End & the Secret Key,449999,win,,"23 Mar, 2023",Adventure,no,Rockstar North,"KOEI TECMO GAMES CO., LTD.",Stats,924,50.0,85,Very Positive
Hydroneer,130999,win,,"8 May, 2020",Indie,no,Rockstar Toronto,Foulball Hangover,Includes level editor,16560,,,Very Positive
EVERSPACE™ 2,375999,mac,,"6 Apr, 2023",Simulation,no,Maxis,ROCKFISH Games,Remote Play on Tablet,7422,35.0,81,Very Positive
Total War: WARHAMMER II - The Hunter & The Beast,0,win,-50%,"11 Sep, 2019",Early Access,yes,Rogueside,Total War,Single-player,1451,60.0,,Mixed
Dungeon Fighter Online,0,mac,,"9 Aug, 2016",Action,no,YAGER,Neople,Online PvP,5012,40.0,78,Mostly Positive
Rebel Inc: Escalation,0,linux,-50%,"13 Oct, 2021",Adventure,no,Shiro Games,Ndemic Creations,Online Co-op,4720,2.0,,Very Positive
Totally Accurate Battle Simulator,108999,win,,"1 Apr, 2021",Massively Multiplayer,no,Stairway Games,Landfall,Cross-Platform Multiplayer,99467,6.0,,Overwhelmingly Positive
BLEACH Brave Souls,0,win,,"17 Aug, 2020",RPG,no,"Jackbox Games, Inc.",KLab Inc.,Downloadable Content,8057,5.0,,Very Positive
DCS: F/A-18C Hornet,1286716,win,,"1 Jun, 2018",Simulation,yes,Grenaa Games,Eagle Dynamics SA,Steam Workshop,752,,,Very Positive
Total War: WARHAMMER III - Ogre Kingdoms,0,win,-20%,"24 Feb, 2022",Early Access,yes,NEOWIZ,Total War,Partial Controller Support,493,120.0,,Mostly Negative
Scrap Mechanic,135999,mac,,"19 Jan, 2016",Casual,no,Boneloaf,Axolot Games,Single-player,87807,15.0,,Very Positive
Necromunda: Hired Gun,0,win,-65%,"31 May, 2021",Free to Play,no,Coatsink,Focus Entertainment,Downloadable Content,4432,50.0,,Mixed
The Jackbox Party Pack 7,0,win,-40%,"14 Oct, 2020",Indie,no,Eugen Systems,"Jackbox Games, Inc.",Captions available,3182,3.0,,Very Positive
Havendock,0,mac,-10%,"20 Apr, 2023",Strategy,no,Tindalos Interactive,IndieArk,Partial Controller Support,438,1.0,,Very Positive
Escape Simulator,130999,linux,,"19 Oct, 2021",Action,no,SCS Software,Escape Simulator,Includes level editor,9638,19.0,,Very Positive
Firestone: Online Idle RPG,0,win,,"26 Sep, 2019",Indie,no,Firaxis Games,Holyday Studios,Single-player,4776,,,Mostly Positive
Wizard101,0,win,,"6 Sep, 2018",Early Access,no,Aspyr (Mac),KingsIsle Entertainment,Online PvP,5761,,,Mostly Positive
Dungeon Alchemist,189999,mac,,"31 Mar, 2022",Indie,no,Aspyr (Linux),Briganti,Steam Cloud,835,,,Very Positive
World War Z,169999,linux,,"21 Sep, 2021",Simulation,no,Urban Games,Saber Interactive Inc,Valve Anti-Cheat enabled,10412,50.0,,Very Positive
Subnautica: Below Zero,139999,win,,"13 May, 2021",Casual,no,"ONGAKUKAN Co.,Ltd.",Unknown Worlds Entertainment,Remote Play on Phone,71179,15.0,,Very Positive
Age of Empires III: Definitive Edition,108999,mac,,"15 Oct, 2020",Indie,no,Paradox Development Studio,Xbox Game Studios,Remote Play on Tablet,29118,42.0,75,Very Positive
Honkai Impact 3rd,0,linux,,"21 Oct, 2021",Simulation,no,Sweet Bandits Studios,miHoYo Limited,Remote Play Together,7536,15.0,,Mostly Positive
Breakout 13,0,win,-20%,"8 Jan, 2023",Simulation,no,Crate Entertainment,ALT Lab,MMO,4630,15.0,,Very Positive
People Playground,69999,mac,,"23 Jul, 2019",Strategy,no,CREATIVE ASSEMBLY,mestiez,Online PvP,173886,1.0,,Overwhelmingly Positive
Portal 2,90999,win,,"18 Apr, 2011",Action,no,Feral Interactive,Valve,Online Co-op,280930,,95,Overwhelmingly Positive
Streets of Rogue,0,win,-75%,"12 Jul, 2019",Adventure,no,Pocketpair,tinyBuild,Partial Controller Support,13570,,,Overwhelmingly Positive
Shadowverse CCG,0,mac,,"27 Oct, 2016",Indie,no,Wishfully,"Cygames, Inc.",Single-player,13785,,,Mixed
DJMAX RESPECT V - CLEAR PASS : S9 PREMIUM TICKET,208500,linux,,"26 Apr, 2023",Early Access,yes,"KOEI TECMO GAMES CO., LTD.",NEOWIZ,MMO,64,100.0,,Very Positive
Total War: WARHAMMER II - The Prophet & The Warlock,0,win,-50%,"17 Apr, 2019",Indie,yes,Sad Panda Studios,Total War,Online PvP,1071,60.0,,Very Positive
Outer Wilds,182999,win,,"18 Jun, 2020",RPG,no,Acid Wizard Studio,Annapurna Interactive,Online Co-op,44079,8.0,85,Very Positive
Total War: WARHAMMER II - The Warden & The Paunch,0,mac,-50%,"21 May, 2020",Simulation,yes,Visual Concepts,Total War,Downloadable Content,1378,60.0,,Mixed
Last Epoch,284999,linux,,"30 Apr, 2019",Early Access,no,Amistech Games,Eleventh Hour Games,Full controller support,18589,20.0,,Mixed
Risk of Rain 2: Survivors of the Void,80999,win,,"1 Mar, 2022",Casual,yes,Scott Cawthon,Hopoo Games,Remote Play on TV,4196,4.0,,Very Positive
Sid Meier's Civilization® VI: Gathering Storm,370000,win,,"13 Feb, 2019",Simulation,yes,Earthshine,Aspyr (Linux),Single-player,2279,23.0,80,Mixed
March of Empires,0,mac,,"11 Dec, 2017",Action,no,Proxy Studios,Gameloft,Steam Achievements,1348,2.0,,Mixed
Dying Light 2 Stay Human: Gunslinger Bundle,65000,linux,,"31 May, 2023",Adventure,yes,NetEase Games,Techland,Steam Trading Cards,6,0.001,,6 user reviews
"Warhammer 40,000: Gladius - Chaos Space Marines",0,win,-40%,"18 Jul, 2019",Indie,yes,Bohemia Interactive,Warhammer,In-App Purchases,68,8.0,,Very Positive
Total Conflict: Resistance,0,mac,-10%,"21 Apr, 2023",Early Access,no,Bungie,Thunder Devs.,Partial Controller Support,863,30.0,,Very Positive
Wargroove,0,win,-70%,"1 Feb, 2019",Action,no,Adobe,Chucklefish,Steam Cloud,3654,1.0,82,Mixed
Slime Rancher 2,139999,win,,"22 Sep, 2022",Indie,no,Frozen Way,Monomi Park,Single-player,18068,8.0,,Very Positive
Darkest Dungeon®,206999,mac,,"19 Jan, 2016",RPG,no,Empyrean,Red Hook Studios,Steam Trading Cards,109090,2.0,84,Very Positive
Neverwinter,0,linux,,"5 Dec, 2013",Simulation,no,DenchiSoft,Cryptic Studios,Single-player,36108,21.0,74,Very Positive
Occupy Mars: The Game,206999,win,,"10 May, 2023",Strategy,no,Rockstar North,Pyramid Games S.A.,Cross-Platform Multiplayer,837,20.0,,Mostly Positive
Plants vs. Zombies GOTY Edition,45999,win,,"5 May, 2009",Massively Multiplayer,no,Rockstar Toronto,Electronic Arts,Downloadable Content,95669,,87,Overwhelmingly Positive
Rain World,206999,win,,"28 Mar, 2017",Simulation,no,Joycity,Rain World,Steam Achievements,13400,,66,Overwhelmingly Positive
Q REMASTERED,82499,win,,"1 May, 2023",Strategy,no,LiLith,LIICA INC.,Steam Trading Cards,128,,,Very Positive
Torchlight: Infinite,0,win,,"9 May, 2023",Action,no,SCS Software,XD,Steam Workshop,7627,10.0,,Mixed
RimWorld - Ideology,149999,mac,,"20 Jul, 2021",Adventure,yes,PuffballsUnited,Ludeon Studios,Steam Cloud,2631,,,Mixed
Insurgency: Sandstorm,249000,linux,,"12 Dec, 2018",Casual,no,Ludeon Studios,Focus Entertainment,Single-player,83554,40.0,78,Very Positive
Secret Neighbor: Hello Neighbor Multiplayer,0,win,-80%,"24 Oct, 2019",Indie,no,Weather Factory,tinyBuild,Online PvP,12328,5.0,,Very Positive
Necesse,69999,mac,,"12 Dec, 2019",Casual,no,CREATIVE ASSEMBLY,Mads Skovgaard,Downloadable Content,5970,0.5,,Very Positive
Super Bunny Man,139999,linux,,"16 May, 2023",Free to Play,no,Feral Interactive (Mac),Catobyte,Partial Controller Support,3489,0.95,,Very Positive
The Long Drive,139999,win,,"25 Sep, 2019",Sports,no,Feral Interactive (Linux),Genesz,Single-player,20184,0.7,,Very Positive
Blade and Sorcery,108999,mac,,"11 Dec, 2018",Strategy,no,Weather Factory,WarpFrog,Online Co-op,39825,,,Overwhelmingly Positive
Solasta: Crown of the Magister - Supporter Pack,69999,win,,"20 Oct, 2020",Strategy,yes,Bay 12 Games,Tactical Adventures,Full controller support,35,0.8,,Positive
Black Squad,0,mac,,"26 Jun, 2019",Simulation,no,Another Axiom,NS STUDIO,Steam Trading Cards,80146,8.0,,Mixed
Undisputed,359220,win,,"31 Jan, 2023",Sports,no,tobyfox,Steel City Interactive,Single-player,7419,40.0,,Mostly Positive
DJMAX RESPECT V - NEXON PACK,0,mac,-80%,"27 Oct, 2021",Action,yes,gamigo US Inc.,NEOWIZ,Cross-Platform Multiplayer,682,,,Mostly Positive
Assassin's Creed® Odyssey,619000,linux,,"5 Oct, 2018",Casual,no,Maxis,Ubisoft,Downloadable Content,123302,46.0,,Very Positive
Dinkum,108999,win,,"14 Jul, 2022",Indie,no,Undead Labs,James Bendon,Steam Achievements,14265,,,Very Positive
Jurassic World Evolution 2,449999,win,,"9 Nov, 2021",Simulation,no,Robotality,Frontier Developments,Steam Trading Cards,15969,14.0,77,Very Positive
Five Nights at Freddy's,39999,linux,,"19 Aug, 2014",Action,no,Weather Factory,Scott Cawthon,Steam Workshop,33410,,78,Overwhelmingly Positive
SUPERHOT VR,0,win,-60%,"25 May, 2017",Adventure,no,Tactical Adventures,SUPERHOT Team,Steam Cloud,6327,4.0,83,Very Positive
Brotato,39999,win,,"27 Sep, 2022",Casual,no,Landfall,Blobfish,Single-player,33479,,,Overwhelmingly Positive
STAR WARS Jedi: Fallen Order™,479000,win,,"14 Nov, 2019",Racing,no,Heatblur Simulations,Electronic Arts,Steam Achievements,109636,55.0,81,Very Positive
